"Story","Title","Result","Date","Stability","Duration (s)"
"El usuario quiere hacer compras","Agregar 2 productos al carro de compras.","SUCCESS","2024-08-23T12:37:55.1214964-05:00[America/Bogota]","0.0","61.36"
